,content,comment_all,label
12896,#安顺身边事#【安顺交警整治交通秩序乱象】为营造更加有序、安全、畅通、文明并符合“创文”标准的道路交通环境，安顺交警全警上路，全力以赴，强力整治交通乱象，多举措开展“创文迎国检”行动……|安顺交警整...,,1
12897,朋友在济南大润发捡到一个钱包，里面有卡数张，现金4000左右，动车票一张，名字叫刘学伟，车票是后天的，失主请联系:13895686886，大家帮忙扩散。赠人玫瑰，手留余香️️@济南公安@济南生活杂志️,来自话题#奇葩动车票#O网页链接[good]	假消息，已辟谣。	回复@济南博警宋健:真的？这是我同事发的呢？	回复@刺猬田儿:可以去百度搜下，都是一个人，出现在不同的地方。	,-1
12898,【川航备降机长：非常荣幸能保证旅客安全感谢我的机组人员】川航3U8633驾驶舱玻璃破裂，安全备降后，其中58名旅客改签后继续前往拉萨，目前已平安到达，29名身体不适的乘客在医院就诊。机长刘传健：非常荣幸能保证所有旅客的安全，感谢社会各界的关心以及所有乘务组人员。成都商报1...via@解放日报,,1
12899,人大代表杨澜终于承认自己是外国人了（图）-杨澜终于承认自己是美国国籍的人大代表了。她理直气壮地说——虽然我入了美国籍，但我出身于中国，所以从原产地角度而言，我不出席美国两会而出席中国的两会是天经地义的...,这还算好的，还有多少拿外国国籍的人大代表是老百姓不知道的	如果所说属实那真的应该引起重视了，精英全成了外籍，我们说话时都不知道对面的人是那个国家的了。[泪]	人可以无知，但不可无耻。	//@剑花蝴蝶:这还算好的，还有多少拿外国国籍的人大代表是老百姓不知道的	,-1
12900,家长们注意啦：现在得白血病的小孩越来越多，妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、QQ星、美汁源果粒奶优菠萝味的。都含有肉毒杆菌。现在紧急召回。不知道是不是真的，看到还是转下吧,焦点访谈辟谣了	回复@征途a在路上:喔，好的，谢谢	,-1
12901,年关将至，到处都能听到充满年味的拜年神曲。而在所有的歌曲中，流传最广的当属刘德华的那首《恭喜发财》了，这首歌在2005年的春晚上，经刘德华的演绎下一炮而红，成为每年春节的必备曲目。如今13年过去了，支付宝与刘德华联手将歌曲进行改编，推出升级版的《恭喜发财五福来》，一起来欣赏MV吧！ meneos的秒...,,0
12902,西安市中心医院：昨天凌晨二点二十三分，十三名男女生感染sk5病毒死亡，最大的32岁，最小的5岁，参与抢救的医生已被隔离，中央1台电视新闻己播岀，暂时别吃西瓜，特别是乳源的西瓜，目前广西贵港已有13167个已感染。收到马上发给你关心的人，最好是群发。为了您的健康，请转发。暴雨水污染严重，少买西瓜吃。看了快转。帮别人等于帮自己2汉中·滨江路,,-1
12903,#地震温情#感动又被萌翻，地震发生时，一只害怕的熊猫死死地抱住警察叔叔的腿。@于建嵘,你是镇魂女孩的小幸运	啊啊啊啊啊白宇哥哥！！我真的哭泣@白宇WHITE	啊啊啊啊啊啊啊是我家白宇哥哥！¡评论配图	我带入了巍巍	我在宿舍哭得大雨滂沱[泪]1[泪]4[泪]5[泪]2[泪][泪]3[泪]6[泪]7	今晚我的命是白宇给的，哭的神志不清	哥哥真是太深情了[心]1[心]2[给你小心心]1[给你小心心]2[给你小心心][心]	棒棒的😄白叔…………………啊啊啊啊啊啊啊好听[笑而不语]	真的好好听[米奇比心][米奇比心]#白宇小幸运#[泪]1[泪]2[泪][泪]3	太好听了我哭[泪]1[泪]2[泪]	转发微博	出不去了	,-1
12904,转发:浦西的兄弟姐妹[抱拳][抱拳]寻人启事13759695559帮忙扩散，今天上午一个三岁多小女孩在浦东锦绣花园小区附近被人拐走了，小女孩能说出她爸爸的手机号码从监控上看是被一个四十多岁男人抱走了现大人都急疯了有知情者请告之万分感谢联系人张静杰13759695559看到就转转吧我们都会有孩子谢谢！,搜张静杰这个名字看看各个地方的警察官博都辟谣了这个谣言都流传半年多了是骗子的吸费电话	回复@糖果爱吃鱼__:酱哦……太过分了[可怜]	这是假消息，这是吸费电话，请大家警惕。	您好，我们是梅州网警。您发布的该微博信息存在不实之处，该信息已被多地警方公开辟谣。为避免不实信息的扩散，请你将微博自行删除。警方提示：根据《计算机信息网络国际联网安全保护管理办法》，利用互联网制作、复制、传播不实信息等扰乱社会秩序的，都属于违法行为。	,-1
12905,就在上个月，2013年10月16日，安利成冠3S系统创始人陈观田因肝癌56岁去世，干了27年安利，吃了27年纽崔莱，为美国人赚了27年钱。【微评】安利老板死了！才56岁，吃了27年的纽崔莱，好讽刺啊！还要迷信安利的保健品吗！,也不能全信纽崔莱，当然也不能以点盖面。	就如做安利，如新的销售人员所讲，保健品能包治好多病，老板办自己的病都没有治好，以后说会信啊！	0.0.	回复@你见过小忠忠没有:他太年轻了！[蜡烛]	大姐是2010年死于肝癌！造谣也请靠谱些[哈哈]	这么大的事国家肯定会发现的用不着您操心，运动员还在吃，广告还在做，销售还在继续••••	Amway安利成冠3S创办人陈观田天堂纪念馆地址：O网页链接	有的女人擅长发嗲，有的女人擅长吵架，[抽烟]有的女人擅长混社会，有的女人擅长说谎话，有的女人擅长耍大牌，有的女人擅长结识各路人马.....而我发现这些我都不擅长，我只擅长分享美好的东西！O丰舜保健品专营店@爱无敌正能量[拳头]	傻逼一个，你爷爷的爷爷吃米饭几十年了，突然有一天去世了，你能说是米饭有毒吗？不用脑袋想想！生老病死自古以来都是正常不过的事！没有知识要有常识吧！	回复@茜茜911:看问题不要太偏执	回复@妞look:你说的对，看问题不要太偏执。其实我不十分了解安利，我家也有人用安利产品。我这个贴转的有问题，抱歉！！[ok]	,-1
12906,三星赔了苹果100W，然后都是5美分的硬币……30卡车……,苹果得数死[大笑]......Ps：是10亿，不是100万[哈哈]	真替评论里某些人的智商捉急.	不管真假我笑了。棒子总是这么小心眼。哈哈。	是真的，只能说输不起呀。。。	三星好帅//@DJ小强：还好赔钱的不是苹果，不然岂不是三十车烂苹果//@arale:我操？三星这么朋克呢？[猪头]	据不可不靠情报：[哈哈][哈哈]1[哈哈]3[哈哈]2[哈哈]5[哈哈]4	转发微博	三星就是王道，要不，咱再给苹果赔点？美分换成一分的人民币，算算要几百卡车啊？	在美国打美公司的官司，只能这样了。	哥们，onebillion好像是100000W！也就是十亿！	这事儿是真的？@李鹏程	苹果可以直接转给唯冠啊！	哈哈哈，三星强[哈哈][哈哈]1	假的啦，十亿五美分能装几千卡车好不好[晕]	你家五美分金色的	老子找出两个吐槽点，你们呢？	ＴTM有创意了。。。。	这是真的么...谁来查呢	太有才了	,-1
12907,【国乒男队缺席世界巡回赛澳大利亚站】国际乒联官网消息，中国男队目前已确定将不参加7月2日开赛的国际乒联世界巡回赛澳大利亚站的比赛。此前，张继科、樊振东、许昕、闫安、梁靖崑、林高远均报名了澳大利亚站比赛。女队方面，朱雨玲、陈梦、陈幸同、顾玉婷、张蔷、王曼昱六名选手将按原计划参赛。,大赛撤帅犯了重大错误！谁做出的决定？应向谁追责？强权掩盖不了错误！向勇敢弃赛的教练员运动员致敬！您们正义之举必将弘扬广大！邪不压正！权力虽然强大但永远浇不灭正义之火！	爷们！！	体育总局这会不要国家荣誉了？没有爱国主义，集体主义了？为了一己私利强制队员退赛？狗的意思就是冠军金牌算个屁，必须听我的才最重要	锤子锤碗锤不破，为什么？	,1
12908,		像我们steam玩家就很淡定，见过真正的好游戏，就知道什么是谣言，什么不完全是。国内占多数的是网游玩家，而其中大部分都不能称之为游戏玩家，对游戏的鉴赏水平也相当有限。一个游戏好不好，适不适合自己，只有自己玩过以后才知道。祝逆水寒越来越好，希望雷火能拿出育碧蒙特利尔工作室的态度！		,,0
12909,#杭州保姆纵火案求公道#  至于还原真相，这不用讲了，这样的一个案件肯定要查明事实真相。这样重大的一个案件，什么公安消防都没出具一个正式的事故报告，真是岂有此理。所有的案件都要查明事实真相，何况这样一个重大的案件，不查明事实真相，专门去搞什么行政诉讼，胡扯蛋，现在的刑事法庭都不把这个问题搞清楚，还想通过什么行政诉讼。说这样话的人，你们都是外国来的，天上掉下来的，不知道中国的司法状况吗？#请出具6.22消防事故责任报告书##绿城还逝者公道#『杨金柱对杭州保姆案第一次发声：恭请广东省司法局和律协善待党律师！_岳林律师』网页链接,,0
12910,#长沙身边事#【石门-常德-长沙动车时刻表出炉9月21日开行】来了，来了，石长铁路动车真的来了，千呼万唤始出来!2017年9月21日0时起，期待已久的动车正式驶入汉寿、常德、临澧、石门，一日往返长沙再也不是梦，赶快分享给你的家人、朋友们吧!石长动车9月21日正式开行，日开行共8对，其中3对动车终到常德，5对动车终到石门。石长动车发车时间单方向平均约2小时一趟，石长动车全程时间缩短到3小时以内。其中长沙到常德最快1小时53分，石门到长沙最快2小时39分。@湖南日报|石门-常德-...,,1
12911,		科普时间到：艺人自己或者工作室发的声明，告网上不实言论严重侵害艺人名誉权，这种网上爆料的锤基本都是真的，如果告诽谤，那么这种爆料是假消息的可能性是很大的。参考陈翔事件和吴亦凡小G娜事件声明。 ​		,wyf当年告的是诽谤	已胜诉，麻烦删博	诽谤陈翔，怎么可能	吴亦凡告的是诽谤	,0
12912,10月13日，住建部网站发布消息，要求各地进一步加大房地产市场整顿规范力度，依法查处散布谣言、恶意宣传炒作，严重扰乱市场秩序的行为，保护购房人合法权益，促进房地产市场平稳健康发展。文中，住建部还具体列出了杭州、深圳市查处散步谣言信息的两则案例。其中，10月8日，杭州宝嘉房地产公司在...,晚安	,1
12913,		凯塔在上轮联赛进了3个球帮助拉齐奥6-2取胜，经纪人在赛后接受采访时谈到米兰时辟谣说，没有任何协议和接触，唯一真实的事情就是凯塔完成了帽子戏法。为啥一辟谣，我反而#ac米兰转会# 秒拍视频 . ​		,感觉更没戏了[摊手]	真的是有了就開始各種[doge]	你觉得人家有理由非要从一个排名第四的球队来一个第六……都不一定保得住的球队吗？	这个是必须辟谣的，球队必须先和对方球队谈，才能和经纪人谈，不能私下接触经纪人这是有明文规定的。所以就算私下有接触到了台面上也不能承认，不然会打官司的	感觉diao来定我毛了呀[喵喵][doge]	所以说米哈去做球探比教练厉害100倍	米林科维奇	讲真我觉得买因莫比莱对米兰来说更靠谱	自抬身价呗	打包因莫比莱+diao+安德森	我来翻译一下：你们给的钱还不够多[doge]	,0
12914,		樊建川先生是我非常敬佩的一位企业家，他用自己的行动传承红色基因，弘扬爱国主义精神，通过创建各种类型的博物馆进行国防教育，向社会传递正能量，他的故事感人至深～		,局座晚安。各位朋友晚安。祝所有人性福。	他确实活得很明白	局座你为啥长的像丁丁历险记里的丁丁[允悲]	将对于祖国与历史的热爱凝结进入了实际行动之中张教授和舵爷用自己的人生给我们上了一课那就是觉知此事要躬行	看来局座今晚有心事啊，家事国事天下事，事事关心。辛苦您了，请保重身体！[中国赞]	有幸在军博看过他的抗战胜利纪念展，印象最深的是那些老兵的手印和他写在旁边的那些话这是一位值得尊敬的先生[鲜花]2[赞][鲜花][鲜花]1[赞]2[赞]1	樊先生是我们宜宾人曾经的常务副市长;;建川博物馆也很有看头	我关注他微博两三年了没想到他和局座认识哈哈哈哈哈哈哈皆是缘	这人真是的，人局座虽然退役了，但军衔还在，毕竟是个将军，什么叫张召忠兄？叫张老师也行，萨苏老师都知道叫张将军。上面跟底下可以没大没小的，底下跟上面没大没小的就有点犯上的意味。[吃瓜]	看了局座对贸易战的分析，凭着吸收的一些精华和男票讨论半天贸易战，男票表示很赞赏我的观点。突然发现关注局座还可以增进情侣之前感情，很棒。哈哈哈哈哈哈。局座，早点休息，要安利局座给男票。哈哈哈哈哈哈[哈哈][哈哈]1[哈哈]2	我想也有跟我志同道合的朋友。。。一起聊局座。。。	早些休息哦，局座[爱你]	因为北京大雨被困在机场居然刷出了局座的微博局座早点休息啊[二哈]	局座，看新闻里特朗普又改口承认2016年俄罗斯干预了大选，他为啥那么做啊😂😂	局座注意身体，晚安。	醒来能看到局座更新的微博，感觉很幸福，局座辛苦啦！注意休息！[赞啊][太开心]	早啊局座，您居然这么晚休息~[感冒][感冒]1	局座要注意休息	局座，舵爷当过兵当过老师当过副市长，为了收藏辞工作去经商，经商赚钱搞收藏，舵爷的父母是老革命，舵爷有红色基因，在重庆刚刚用抗战兵工厂旧址好几个山洞建抗战博物馆，现在舵爷在忙安仁镇的改革开放馆，关注舵爷微博的人觉着他是一个十分可爱的馆长，粉丝喜欢参观博物馆时与其偶遇拍照！	把那上百亿建博物馆好，还是建希望工程好呢？[疑问]	他传承红色基因？得了吧[允悲]	建川博物馆不错的	我记得之前有人抓拍到他穿凉鞋短裤在机场还是车站的地上坐着看报纸，那么大一个富翁又爱国，名下那么多博物馆，做人如此低调[good]	俩军人，退伍不褪色，俩有共同语言共同爱好，传递正能量，弘扬爱国主义精神，创建各种博物馆进行国防教育，真棒👍👍👍！军人本色！	我是你俩粉丝，都是老顽童，内心都只有18岁！	你们都有这些能量做这些利国利民的事，可我还不具备。。。求带！！！	同样的内容樊建川的评论真是惨不忍睹	去了建川博物馆，感受中国人不死的军魂	关键是很多人却怀疑人家暴富的原因，要去查，为什么副市长不干了，要去经商。钱从哪里来的！这社会，别人做点好事，还得承受社会质疑，真是累。	张叔叔，我个人觉得特朗普这种口无遮拦的性格，要是在我们中国早就翻大跟头了，早就被人暗算了。还想当总统，恐怕连省长都当不了。他不知道，一言能成事，一言能败事，一言能兴邦，一言能误国的道理吗？特朗普当美总统是美国开始衰败的征兆@局座召忠	局座帅气十足哈[心]1[作揖][心]	我很尊敬樊馆长的	,0
12915,⚡家长们注意啦：现在得白血病的小孩越来越多，妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、QQ星、美汁源果粒奶优菠萝味的。都含有肉毒杆菌。现在紧急召回。有孩子的都转下🙏,饮料=黑心钱	谣言	,-1
12916,#张学友金华演唱会现场抓获逃犯##黄景瑜#《#红豆#》星闻揭秘的...,,1
12917,		“关怀式”谣言 - 襄阳晚报数字报|襄阳晚报电子版 - 本地区最权威的网络新闻媒体 “关怀式”谣言 |“关怀式”谣... ​		,,0
12918,广州外贸大厦重大火灾是不是真的#广州外贸大厦着火##@梧州日报@广州日报@头条新闻.,该视频系1月25日辽宁营口鲅鱼圈区商业大厦火灾现场！不信谣不传谣！遇到信息请鉴别再转发	回复@宜兴闵建新:支持	,-1
12919,本校需要小孩的衣服，新旧不限。四川藏族地区，也是世界海拔最高的地区。请问周围有没有四到十岁孩子的旧衣服和鞋子，洗干净就可以。因为小朋友衣服少，捐的人少，所以这个岁数的孩子缺衣服。地址：甘孜藏族石渠县西区长沙贡马乡小学，邮编：627350校长：达洼15884044467,要不要是六七岁的衣服啊	回复@裘佳玲:十六七岁	,-1
12920,		2018年连休16天不是梦真的假的我还是看杨洋去吧#星光公益领航员杨洋##杨洋腾讯vip之星##30天安利杨洋# @杨洋icon #杨洋腾讯星光大赏##星光大赏# 远方有洋南... ​		,,0
12921,		《JOJO的奇妙冒险》漫画作者#荒木飞吕彦# 今天是他58岁生日，民间一直流传着关于他的不老传说…… ​		,,0
12922,		发布了头条文章：《传ofo账户剩不到6亿人民币，公关回应：鄙视不实报道！》 |传ofo账户... ​		,,0
12923,#吐槽曝料##成都身边事#【气愤！成都某中学女生校园欺凌视频疯传】据@成都最校园曝料，成都某中学发生校园暴力。视频中，一名身穿绿色和一名白色间红校服的女生被多名女生殴打辱骂，打人者向其不断扇耳光、脚踹、掐脖子。希望相关部门尽快进行证实@平安成都@成都发布,,1
12924,		#秦皇岛身边事# 近日，一篇流感3月卷土重来的帖子疯传，大家都不免有些担心，帖子的内容到底是否真实呢？记者专门进行了调查采访。 秦皇岛电视... ​		,,0
12925,		王莎莎澄清结婚传言：还记得《武林外传》中饰演莫小贝的演员#王莎莎# 吗?日前王莎莎在微博上晒出两张婚纱照引发网友对她即将结婚的猜测。对此，王莎莎立刻发微博否认 ​		,,0
12926,韶关市中医院：昨天凌晨二点二十三分，十三名男女生感染sk5病毒死亡，最大的32岁，最小的5岁，参与抢救的医生已被隔离，中央1台电视新闻己播岀，暂时别吃西瓜，特别是乳源的西瓜，目前广西贵港已有13167个已感染。收到马上发给你关心的人，最好是群发。为了您的健康，请转发。暴雨水污染严重，少买西瓜吃。看了快转。帮别人等于帮自己2福州·潭城镇,不谣传	O【网络辟谣】网传韶关市中医院患者感染sk5被...	删了	,-1
12927,这么多年了，如你们中的一些人所愿，明天上午我终于要参加;裸奔;-2016厦门（海沧）国际半程马拉松。@厦门国际马拉松赛|厦门·集美...,"P.S.确实非常期待，又是一次挑战，重在体验。可以跟好朋友等两万多名国内外爱跑者一起在""厦门十大最美道路之一海沧大道快乐奔跑、享受21km的""加油!""和那么多志愿者的服务等等，想想一会都睡不着[嘻嘻]	那个裸奔的就是你！	",1
12928,【美日两军航母巡航南海】8月31日，南中国海，“里根”航母打击群与日本海自“加贺”小航母编队联合巡航南海，兵力包括航母里根，驱逐舰DDG69，USSMilius，巡洋舰CG54，日本海自护卫舰DDH184，加贺，DD105，闪电，DD117，涼月一起随行摆拍。日本海上自卫队这个小航母编队是第四护卫舰群。,,1
12929,#第六套人民币#,,-1
12930,【转发寻人！12岁男孩在天津走失】姜宇喆，12岁，今天14时许，在天津市河西区走失。特征：身高160cm，短发，圆脸，上穿绿色半袖，下穿牛仔裤，说普通话，河北省衡水市人。如有线索，请迅速与警方联系：13820732388。随手转发，让爱回家，扩散！@公安部儿童失踪信息紧急发布平台,这年纪真是走失？	这年纪不应该啊！	爱心传递⋯⋯	[话筒]	哇塞，小伙挺帅啊，12岁挺大了，应该不会是拐走的吧？赶紧回家啊，家人要担心死了	这么大的孩子应该不会走失，赶紧报警。	赶紧	转起来	求扩散，让孩子早点回家	平安回家吧孩子	12岁？！	孩子愿你遇到好心人，平安回家。麻烦转发让孩子尽快回家	转发，扩散，让爱回家	不会是离家出走吧	人贩子都尼玛该杀，千刀万剐，凌迟处死，再油饪烹炸，下200层地狱，再再永世不得超生。。。	这么可爱的弟弟可一定不能有事啊	这么大还会走丢？吓人。	,1
12931,【上市前的雷军：我给有梦想的年轻人5点建议】伟大是熬出来的，「熬」这个字放在雷军身上再合适不过。23 岁大学毕业入职金山，一干就是 16 年；2010 年，40 岁的他重新出发创立小米，如今又熬过 8 年时间。雷军今年 48 岁，熬还在继续...多数人对雷军的了解，仅限于那几个流传甚广的金句和鬼畜视频。今天带你看看，从这位 48 岁正当年的劳模身上，我们还能学到什么。（插坐学院）,,0
12932,安利老板死了！才56岁，吃了27年的纽崔莱，好讽刺！安利成冠3S系统创始人陈观田因肝癌56岁去世，干了27年安利，吃了27年纽崔莱，安利大师超凡创办人王慈官.享年61岁。安利网络21系统创始人吉米道南8月13日去世，65岁。用了安利产品四十三年。高科技萃取工艺破坏天然食物！真的不能乱吃保健品!（张京华）,伟大的临床数据！！	转发微博	哈哈…	@黑猫警长打一枪	唉。	@快乐Cora	[吃惊][黑线]	@FBastard	唏嘘~~真是活广告。每天就吃粗茶淡饭的爷爷奶奶们都倍健康。[黑线]	东西不能乱吃啊！！！	。。。李阳	[黑线][黑线]2[黑线]1	回复@黑猫警长打一枪:你敢跟我妈去说么	转发	没有，其实他要是不吃40就死了。别闹。	@Justina雯_酱	回复@O斯卡Z:食补	太晕了	,-1
12933,中国500強企业腾讯CE0、QQ之父、微信创始人马化腾先生初一下午在深圳人民医院因汹酒、过劳后引起心肌梗死去世，享年39岁，个人财产334.2亿人民币⋯生命没有第二次!!!因为生命只有一次![流泪][流泪][流泪]再次敲响了人们忽视生命、忽视健康的红色警钟。典型的钱在银行，人在天堂！,,-1
12934,		真的假的？虽然我看完了，也很喜欢这种类型打扮的女生，感情戏份bug得来还算甜，因为对人过敏，既然对女主不过敏，就深信女主是机器人了。但其他副线，亲情友情，公司权谋，真的很平淡没高潮。就几个浪漫名场面还看得过去。这，也值得翻拍？		,,0
12935,7/20～8/15天天军事活动，请特别留意。飞机延误将成为一种常态！请近期有出行的朋友互相提醒！我还要飞5次呢,,-1
12936,疫苗事件！为什么这种事会一而再再而三的发生？疫苗的流向？涉事者是否严惩？厂家是否被彻查？被查的批次有问题，未查的能确保安全吗？这些畜生自己不生孩子吗？不打疫苗？拿着老百姓的孩子健康当儿戏，不怕报应吗？仅仅表示歉意，仅仅罚款300多万没收100多支疫苗，跟巨大的利益相比是不是微不足道，犯罪成本太低，才会让这些禽兽肆无忌惮！,,1
12937,湖北省武汉市协和医院：昨天凌晨二点二十三分，三名男女生感染h7n9病毒死亡，最大的32岁，最小的5岁，参与抢救的医生已被隔离，中央1台电视新闻己播岀，暂时别吃鸡。鸭，魚，凉皮，冷面类，酸菜，特别是草魚，酸菜魚，水煮魚，目前大连有31670个已感染。收到马上发给你关心的人，为了您的健康，请转发。暴雨水污染严重，少买鱼吃。,,-1
12938,股市话题微博流传的一些炒股口诀不要盲目去信，如什么买阴不买阳，卖阳不卖阴，盘整等一等，等等，其实炒股要根据具体情况采取灵活策略，比如一只股票刚启动时就要大胆追阳买，再比如当一只股票下跌破位时就要果断杀低卖，而一只股票调整到低位盘整不再跌就是中线买入的时机，我不想在这里一一说教每种情况，总之炒股要参考技术指标和大环境灵活应用不同的策略，这样才能战胜庄家取得胜利。,谢谢先生指导。	,0
12939,		#薛之谦工作室声明# 麻烦老天把这种丧尽天良的人收了吧，做这样龌蹉的事，还能毫无廉耻的在微博散播谣言，这到底是什么东西啊！		,,0
12940,帮忙刚收到好友微信：转发一下，一位叫陈思姚的男孩，21岁，请速回康平县人民医院，妈妈伤的很严重，想见她最后一面，爸爸号码：15193383486，爱心接力，不转对不起自己，好人有好报[爱心][爱心][爱心]@任志强@蒋锡培@程虹,//@任志强:爱的力量。//@张醒生:找到了吗？传递！//@程虹:继续传递！@正和岛刘东华:把均豪老弟的爱心传遍天下～～[话筒]	转。	//@蒋锡培:转。	//@蒋锡培:转。	//@蒋锡培:转。	//@蒋锡培:转。	//@蒋锡培:转。	转发微博	//@蒋锡培:转。	//@蒋锡培:转。	//@蒋锡培:转。	//@蒋锡培:转。	赶紧回去吧	[心]	希望能找到//@蒋锡培:转。	//@正和岛刘东华:把均豪老弟的爱心传遍天下～～	一元钱，一支笔、一本书、一件衣服，捐助贫困地区，助学公益行动，我们一起努力吧，让世界充满爱。	做好人，为后人！	,-1
12941,#西安热过吐鲁番#西安近日以67℃的地表温度，一举热过拥有“火焰山”的吐鲁番，横扫武汉、重庆等“传统火炉城市”，成为全国的热度第一。~~这简直就是热的玩命的节奏啊~~~~~要避暑，还是去太白熙岸看雪去吧！~~~~绝对一爽到底！,,1
12942,在学校楼顶，遇到了传说中高高在上的校草级男生。打算跟他打个招呼，以显礼貌，没想到他如传言所说，非常的高冷，丝毫没有在意我说的话。正当气氛尴尬时，他突然盯着我说“你跟其他女生一样喜欢我吧？”心里不禁咯噔一下，连忙否认。他倒觉得饶有兴趣，轻轻的说了一句“是吗？那我得更努力才行了。”,我怕不是还没醒吧	笔给你继续给我写下去	妈妈啊有人持脸行凶啦	为什么会在楼顶，学长也看世界杯么[doge]	继续写！！！！	ㅠㅠ!칭찬해!	不是的我比他们更喜欢你🤫	做梦女孩最美了啊哈哈	做梦系列吗？哈哈哈哈哈哈哈	是做梦系列吗能做梦真好[污]	鞋子有点大……	写啊[泪]	微博真好。可以做梦了	“赌球的让一让，让股市的兄弟先跳！！”	[跪了]2[作揖]2[作揖]1[跪了]1[跪了][作揖]	哇……微博真好还能做梦[允悲]	更努力才能远离你们这些花痴女孩吗[笑cry]1[笑cry]2[笑cry]	白日梦终于又出现了	这是一双增高拖鞋[喵喵]	,0
12943,我觉得需要先弄明白一个问题：春晚不能提猪，和李咏的老婆到底有没有关系？这个说法存在好久了，到底是不是谣言？ 看这篇文章的意思：没关系。是谣言。O央视「春节恐猪症」的前世今生 ​,,0
12944,深圳宝安西乡的朋友们要⚠️注意⚠️了，刚刚在西乡沃尔玛看发生严重恶性杀人事件，见人就砍，好像有四人团伙，现只抓住一个，其他在逃，请各位朋友最近不要在外逗留，早些回家.2深圳·天琴阁,看得好心痛！今天本来去沃尔玛的！原大家平安！🙏🙏	是四人吗？	已经抓到了凶手，是一人单独作案。[衰]	没有在逃人员，就一个人作案好吗？昨晚已经被抓了，麻烦你们不懂的不要瞎传谣言！！！弄的人心惶惶	,-1
12945,		&#xe627; 林彦俊 #0824林彦俊生日快乐# 空手来套图！求一些旅林彦俊本人适合发朋友圈假装是男朋友的照片！最好有配套剧情哈哈哈哈～————和男朋友去泰国过七夕！ ​		,哈哈哈哈哈	哈哈哈哈哈哈哈醒醒吧别想了[允悲]	,0
12946,河北两中学生约群架一男生被打到下跪喊“爹娘”#谜之微笑#网络重口菌...,,1
12947,今日沮丧持续时间9小时现在好了灰常开心整理整理就去健身啦嘿嘿嘿吃零食并不能让我开心啦，但运动会！这份开心要是能分享就好啦那我就能加倍的快乐啦,,1
12948,		白日不到处，青春恰自来。苔花如米小，也学牡丹开。励志的意境，优美的旋律，天籁的声音，热泪盈眶。感动或许是最好的拜年。经典永流传这个节目把传统与现代，高雅与通俗，文化与文艺，诗歌与音乐，教育与娱乐完美结合，向上向善，向前向美，值得赞赞赞！ 央视新闻的... ​		,少点高大上，多点贴近生活。	面试考过这个题~	山东省考面试真题[笑cry]	生命的价值！	@不干医生可惜了	通俗直白的文字却蕴含着微言大义一首小诗能引起共鸣背后是浮躁社会的路人甲乙丙对返璞的向往	这两天一直在哼这首歌，被洗脑了[微笑]	赞那[赞]	咏流传[奥特曼]	白日不到处，青春恰自来。苔花如米小，也学牡丹开。	天地辽阔，有人生活在富庶之地，有人生活在贫困地区，物质条件也许有天壤之别，但精神层面的富足与否却与区域无关、与经济无关、甚至与受教育程度无关。白日不到处，青春恰自来。苔花如米小，也学牡丹开。无论你在哪里，无论你是否年轻，无论你贫穷富贵，只要你乐观、勇敢、自信、努力，就能美丽绽放。	这是第几期的	转发微博	白日不到处，青春恰自来。苔花如米小，也学牡丹开。诗歌的励志，我们不一样！	白日不到处，青春恰自来。苔花如米小，也学牡丹开。	当时看的时候就觉得白话大义，很受触动～	,0
12949,特大好消息！卖狗肉违法了，国家食品药品监督局11月1日开始集中受理狗肉馆举报，举报电话：12331．大家扩散出去啊！爱狗狗爱动物！养狗的爱狗的请果断转发。[强]@艳阳天小院@坏先森图片志@中国小动物保护协会,@MrBear熊叔@叶俊-养狗那点事儿	,-1
